,ID,Year,Month,Data Type,Value1,Mflag1,Qflag1,Sflag1,Value2,Mflag2,Qflag2,Sflag2,Value3,Mflag3,Qflag3,Sflag3,Value4,Mflag4,Qflag4,Sflag4,Value5,Mflag5,Qflag5,Sflag5,Value6,Mflag6,Qflag6,Sflag6,Value7,Mflag7,Qflag7,Sflag7,Value8,Mflag8,Qflag8,Sflag8,Value9,Mflag9,Qflag9,Sflag9,Value10,Mflag10,Qflag10,Sflag10,Value11,Mflag11,Qflag11,Sflag11,Value12,Mflag12,Qflag12,Sflag12,Value13,Mflag13,Qflag13,Sflag13,Value14,Mflag14,Qflag14,Sflag14,Value15,Mflag15,Qflag15,Sflag15,Value16,Mflag16,Qflag16,Sflag16,Value17,Mflag17,Qflag17,Sflag17,Value18,Mflag18,Qflag18,Sflag18,Value19,Mflag19,Qflag19,Sflag19,Value20,Mflag20,Qflag20,Sflag20,Value21,Mflag21,Qflag21,Sflag21,Value22,Mflag22,Qflag22,Sflag22,Value23,Mflag23,Qflag23,Sflag23,Value24,Mflag24,Qflag24,Sflag24,Value25,Mflag25,Qflag25,Sflag25,Value26,Mflag26,Qflag26,Sflag26,Value27,Mflag27,Qflag27,Sflag27,Value28,Mflag28,Qflag28,Sflag28,Value29,Mflag29,Qflag29,Sflag29,Value30,Mflag30,Qflag30,Sflag30,Value31,Mflag31,Qflag31,Sflag31
2445,USC00187705,1971,1,TMIN,-56, , ,0,-56, , ,0,-17, , ,0,-11, , ,0,0, , ,0,-67, , ,0,-100, , ,0,-139, , ,0,-78, , ,0,-111, , ,0,-67, , ,0,-67, , ,0,-56, , ,0,-67, , ,0,-39, , ,0,-78, , ,0,-128, , ,0,-178, , ,0,-144, , ,0,-122, , ,0,-150, , ,0,-44, , ,0,17, , ,0,-67, , ,0,-44, , ,0,-17, , ,0,-128, , ,0,-156, , ,0,-156, , ,0,-17, , ,0,-78, , ,0
2446,USC00187705,1971,1,TOBS,-9999, , , ,-17, , ,0,61, , ,0,22, , ,0,22, , ,0,-17, , ,0,-39, , ,0,-39, , ,0,-17, , ,0,-17, , ,0,17, , ,0,33, , ,0,-56, , ,0,50, , ,0,17, , ,0,-44, , ,0,-9999, , , ,-50, , ,0,-72, , ,0,-22, , ,0,39, , ,0,56, , ,0,56, , ,0,17, , ,0,22, , ,0,-6, , ,0,-83, , ,0,-56, , ,0,-6, , ,0,50, , ,0,-9999, , , 
2447,USC00187705,1971,1,PRCP,234, , ,0,0, , ,0,0, , ,0,127, , ,0,114, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,56, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,51, , ,0,0, , ,0,10, , ,0,8, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
2448,USC00187705,1971,1,SNOW,208, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
2449,USC00187705,1971,1,SNWD,203, , ,0,203, , ,0,152, , ,0,127, , ,0,102, , ,0,102, , ,0,102, , ,0,76, , ,0,76, , ,0,76, , ,0,76, , ,0,76, , ,0,76, , ,0,51, , ,0,51, , ,0,51, , ,0,51, , ,0,51, , ,0,51, , ,0,51, , ,0,25, , ,0,0,T, ,0,0,T, ,0,0,T, ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
2450,USC00187705,1971,1,WT03,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
2451,USC00187705,1971,1,WT04,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
2452,USC00187705,1971,1,WT06,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
2523,USC00187705,1972,1,TMAX,56, , ,0,61, , ,0,106, , ,0,83, , ,0,50, , ,0,22, , ,0,56, , ,0,61, , ,0,56, , ,0,94, , ,0,144, , ,0,133, , ,0,167, , ,0,183, , ,0,17, , ,0,-44, , ,0,39, , ,0,128, , ,0,172, , ,0,144, , ,0,72, , ,0,61, , ,0,122, , ,0,128, , ,0,144, , ,0,61, , ,0,61, , ,0,33, , ,0,22, , ,0,44, , ,0,50, , ,0
2524,USC00187705,1972,1,TMIN,-39, , ,0,-50, , ,0,-39, , ,0,-17, , ,0,17, , ,0,-89, , ,0,-94, , ,0,-22, , ,0,-22, , ,0,44, , ,0,78, , ,0,11, , ,0,61, , ,0,6, , ,0,-44, , ,0,-183, , ,0,-150, , ,0,-83, , ,0,50, , ,0,-22, , ,0,33, , ,0,28, , ,0,39, , ,0,50, , ,0,39, , ,0,-44, , ,0,-72, , ,0,-33, , ,0,-72, , ,0,-39, , ,0,-78, , ,0
2525,USC00187705,1972,1,TOBS,44, , ,0,44, , ,0,83, , ,0,50, , ,0,22, , ,0,0, , ,0,33, , ,0,50, , ,0,56, , ,0,94, , ,0,133, , ,0,94, , ,0,167, , ,0,17, , ,0,-44, , ,0,-94, , ,0,33, , ,0,100, , ,0,150, , ,0,39, , ,0,61, , ,0,56, , ,0,89, , ,0,100, , ,0,39, , ,0,61, , ,0,-6, , ,0,17, , ,0,11, , ,0,17, , ,0,39, , ,0
2526,USC00187705,1972,1,PRCP,0, , ,0,152, , ,0,0, , ,0,5, , ,0,147, , ,0,0, , ,0,0, , ,0,0, , ,0,56, , ,0,76, , ,0,13, , ,0,0, , ,0,3, , ,0,25, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,23, , ,0,0, , ,0,20, , ,0,28, , ,0,56, , ,0,20, , ,0,0, , ,0,0, , ,0,81, , ,0,0, , ,0,0, , ,0,0, , ,0
2527,USC00187705,1972,1,SNOW,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0
2528,USC00187705,1972,1,SNWD,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0
2602,USC00187705,1973,1,TMAX,167, , ,0,106, , ,0,44, , ,0,83, , ,0,83, , ,0,56, , ,0,-22, , ,0,-50, , ,0,-22, , ,0,11, , ,0,61, , ,0,22, , ,0,39, , ,0,72, , ,0,72, , ,0,106, , ,0,189, , ,0,156, , ,0,167, , ,0,106, , ,0,94, , ,0,144, , ,0,133, , ,0,83, , ,0,122, , ,0,178, , ,0,133, , ,0,89, , ,0,67, , ,0,11, , ,0,78, , ,0
2603,USC00187705,1973,1,TMIN,44, , ,0,-11, , ,0,-72, , ,0,-6, , ,0,-6, , ,0,-39, , ,0,-94, , ,0,-94, , ,0,-122, , ,0,-89, , ,0,-122, , ,0,-94, , ,0,-133, , ,0,-117, , ,0,-67, , ,0,-56, , ,0,-33, , ,0,-39, , ,0,56, , ,0,17, , ,0,-72, , ,0,-22, , ,0,50, , ,0,17, , ,0,-67, , ,0,-11, , ,0,39, , ,0,28, , ,0,-17, , ,0,-83, , ,0,-100, , ,0
2604,USC00187705,1973,1,TOBS,106, , ,0,44, , ,0,28, , ,0,44, , ,0,56, , ,0,-22, , ,0,-56, , ,0,-67, , ,0,-61, , ,0,-17, , ,0,17, , ,0,-33, , ,0,11, , ,0,28, , ,0,-9999, , , ,-9999, , , ,122, , ,0,139, , ,0,106, , ,0,22, , ,0,50, , ,0,128, , ,0,83, , ,0,28, , ,0,100, , ,0,133, , ,0,61, , ,0,67, , ,0,-6, , ,0,-11, , ,0,22, , ,0
2605,USC00187705,1973,1,PRCP,0, , ,0,0, , ,0,0, , ,0,124, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,58, , ,0,81, , ,0,0, , ,0,130, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,119, , ,0,5, , ,0,229, , ,0,0, , ,0,0, , ,0
2606,USC00187705,1973,1,SNOW,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
2607,USC00187705,1973,1,SNWD,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
2608,USC00187705,1973,1,WT03,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
2683,USC00187705,1974,1,TMAX,89, , ,0,106, , ,0,11, , ,0,33, , ,0,17, , ,0,22, , ,0,67, , ,0,61, , ,0,33, , ,0,33, , ,0,56, , ,0,72, , ,0,-11, , ,0,6, , ,0,111, , ,0,183, , ,0,172, , ,0,39, , ,0,89, , ,0,72, , ,0,94, , ,0,167, , ,0,211, , ,0,211, , ,0,78, , ,0,83, , ,0,228, , ,0,211, , ,0,139, , ,0,156, , ,0,183, , ,0
2684,USC00187705,1974,1,TMIN,-17, , ,0,-44, , ,0,-11, , ,0,0, , ,0,-61, , ,0,-11, , ,0,-17, , ,0,-50, , ,0,-39, , ,0,-6, , ,0,0, , ,0,-17, , ,0,-83, , ,0,-106, , ,0,-67, , ,0,17, , ,0,39, , ,0,-33, , ,0,-11, , ,0,17, , ,0,11, , ,0,17, , ,0,11, , ,0,11, , ,0,6, , ,0,-22, , ,0,50, , ,0,17, , ,0,67, , ,0,0, , ,0,-11, , ,0
2685,USC00187705,1974,1,TOBS,78, , ,0,6, , ,0,6, , ,0,17, , ,0,11, , ,0,17, , ,0,61, , ,0,0, , ,0,28, , ,0,6, , ,0,56, , ,0,-11, , ,0,-39, , ,0,6, , ,0,89, , ,0,172, , ,0,39, , ,0,0, , ,0,72, , ,0,17, , ,0,78, , ,0,167, , ,0,211, , ,0,22, , ,0,78, , ,0,61, , ,0,211, , ,0,128, , ,0,106, , ,0,139, , ,0,183, , ,0
2686,USC00187705,1974,1,PRCP,61, , ,0,0, , ,0,58, , ,0,89, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,132, , ,0,107, , ,0,102, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,10, , ,0,3, , ,0,244, , ,0,0, , ,0,0, , ,0,46, , ,0,61, , ,0,13, , ,0,0, , ,0,3, , ,0,10, , ,0,0, , ,0,0, , ,0
2687,USC00187705,1974,1,SNOW,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,-9999, , , ,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
2688,USC00187705,1974,1,SNWD,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
2689,USC00187705,1974,1,WT04,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
2690,USC00187705,1974,1,WT06,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
2765,USC00187705,1975,1,TMAX,144, , ,0,89, , ,0,33, , ,0,67, , ,0,61, , ,0,67, , ,0,89, , ,0,94, , ,0,128, , ,0,94, , ,0,228, , ,0,222, , ,0,61, , ,0,6, , ,0,-6, , ,0,50, , ,0,28, , ,0,28, , ,0,61, , ,0,83, , ,0,-11, , ,0,61, , ,0,89, , ,0,128, , ,0,117, , ,0,128, , ,0,122, , ,0,78, , ,0,239, , ,0,233, , ,0,67, , ,0
2766,USC00187705,1975,1,TMIN,6, , ,0,-11, , ,0,-78, , ,0,0, , ,0,-50, , ,0,-67, , ,0,-22, , ,0,-50, , ,0,33, , ,0,-39, , ,0,50, , ,0,44, , ,0,-11, , ,0,-61, , ,0,-144, , ,0,-89, , ,0,-61, , ,0,-56, , ,0,-28, , ,0,-72, , ,0,-100, , ,0,-67, , ,0,-44, , ,0,-67, , ,0,17, , ,0,17, , ,0,-39, , ,0,-17, , ,0,0, , ,0,0, , ,0,0, , ,0
2767,USC00187705,1975,1,TOBS,89, , ,0,28, , ,0,17, , ,0,39, , ,0,39, , ,0,17, , ,0,61, , ,0,83, , ,0,89, , ,0,78, , ,0,217, , ,0,61, , ,0,6, , ,0,-56, , ,0,-11, , ,0,28, , ,0,-6, , ,0,28, , ,0,44, , ,0,-61, , ,0,-17, , ,0,39, , ,0,44, , ,0,83, , ,0,111, , ,0,117, , ,0,61, , ,0,67, , ,0,228, , ,0,61, , ,0,17, , ,0
2768,USC00187705,1975,1,PRCP,56, , ,0,5, , ,0,5, , ,0,0, , ,0,0, , ,0,5, , ,0,86, , ,0,0, , ,0,107, , ,0,0, , ,0,25, , ,0,3, , ,0,114, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,94, , ,0,15, , ,0,277, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,122, , ,0,13, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,61, , ,0
2769,USC00187705,1975,1,SNOW,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,51, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,38, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,114, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
2770,USC00187705,1975,1,SNWD,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,51, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,51, , ,0,25, , ,0,25, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,127, , ,0,127, , ,0,51, , ,0,25, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
2850,USC00187705,1976,1,TMAX,56, , ,0,56, , ,0,61, , ,0,44, , ,0,-11, , ,0,33, , ,0,28, , ,0,28, , ,0,-28, , ,0,6, , ,0,11, , ,0,33, , ,0,72, , ,0,106, , ,0,56, , ,0,83, , ,0,50, , ,0,-50, , ,0,6, , ,0,-6, , ,0,17, , ,0,0, , ,0,-33, , ,0,128, , ,0,83, , ,0,100, , ,0,150, , ,0,39, , ,0,94, , ,0,78, , ,0,44, , ,0
2851,USC00187705,1976,1,TMIN,-6, , ,0,-117, , ,0,-39, , ,0,-61, , ,0,-111, , ,0,-139, , ,0,-61, , ,0,-61, , ,0,-139, , ,0,-139, , ,0,-61, , ,0,-72, , ,0,-78, , ,0,-39, , ,0,-56, , ,0,-33, , ,0,-72, , ,0,-150, , ,0,-183, , ,0,-83, , ,0,-78, , ,0,-67, , ,0,-89, , ,0,-94, , ,0,-39, , ,0,-6, , ,0,22, , ,0,-61, , ,0,-50, , ,0,-39, , ,0,-33, , ,0
2852,USC00187705,1976,1,TOBS,33, , ,0,0, , ,0,28, , ,0,-39, , ,0,-44, , ,0,11, , ,0,28, , ,0,-39, , ,0,-56, , ,0,-6, , ,0,0, , ,0,17, , ,0,67, , ,0,56, , ,0,28, , ,0,50, , ,0,-50, , ,0,-78, , ,0,-17, , ,0,-22, , ,0,-17, , ,0,-33, , ,0,-33, , ,0,89, , ,0,11, , ,0,72, , ,0,39, , ,0,6, , ,0,78, , ,0,39, , ,0,22, , ,0
2853,USC00187705,1976,1,PRCP,615, , ,0,0, , ,0,132, , ,0,0, , ,0,0, , ,0,0, , ,0,28, , ,0,66, , ,0,0, , ,0,0, , ,0,8, , ,0,0, , ,0,3, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,28, , ,0,3, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,157, , ,0,79, , ,0,61, , ,0,0, , ,0,0,T, ,0,0, , ,0
2854,USC00187705,1976,1,SNOW,15, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0,T, ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,33, , ,0,5, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0
2855,USC00187705,1976,1,SNWD,25, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,25, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
2856,USC00187705,1976,1,WT04,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
2928,USC00187705,1977,1,TMAX,-33, , ,0,17, , ,0,33, , ,0,50, , ,0,39, , ,0,6, , ,0,17, , ,0,-28, , ,0,-6, , ,0,17, , ,0,0, , ,0,-39, , ,0,-28, , ,0,-11, , ,0,22, , ,0,11, , ,0,-78, , ,0,-78, , ,0,-33, , ,0,-11, , ,0,-6, , ,0,-17, , ,0,-11, , ,0,17, , ,0,56, , ,0,39, , ,0,61, , ,0,94, , ,0,89, , ,0,-22, , ,0,0, , ,0
2929,USC00187705,1977,1,TMIN,-128, , ,0,-111, , ,0,-44, , ,0,-78, , ,0,-111, , ,0,-139, , ,0,-44, , ,0,-111, , ,0,-128, , ,0,-50, , ,0,-111, , ,0,-172, , ,0,-167, , ,0,-83, , ,0,-83, , ,0,-106, , ,0,-200, , ,0,-156, , ,0,-144, , ,0,-94, , ,0,-122, , ,0,-94, , ,0,-106, , ,0,-78, , ,0,-28, , ,0,-56, , ,0,-39, , ,0,-111, , ,0,-167, , ,0,-133, , ,0,-133, , ,0
2930,USC00187705,1977,1,TOBS,-44, , ,0,-22, , ,0,11, , ,0,-6, , ,0,-28, , ,0,-17, , ,0,-44, , ,0,-50, , ,0,-33, , ,0,0, , ,0,-72, , ,0,-67, , ,0,-56, , ,0,-17, , ,0,11, , ,0,-106, , ,0,-100, , ,0,-94, , ,0,-50, , ,0,-17, , ,0,-22, , ,0,-50, , ,0,-28, , ,0,-11, , ,0,28, , ,0,22, , ,0,22, , ,0,72, , ,0,-44, , ,0,-39, , ,0,-11, , ,0
2931,USC00187705,1977,1,PRCP,0, , ,0,0, , ,0,0, , ,0,0, , ,0,3, , ,0,0, , ,0,56, , ,0,0, , ,0,0, , ,0,124, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,28, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
2932,USC00187705,1977,1,SNOW,0, , ,0,0, , ,0,0, , ,0,0, , ,0,51, , ,0,0, , ,0,41, , ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0,T, ,0,0,T, ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0
2933,USC00187705,1977,1,SNWD,0, , ,0,0, , ,0,0, , ,0,0, , ,0,51, , ,0,51, , ,0,102, , ,0,102, , ,0,102, , ,0,102, , ,0,102, , ,0,102, , ,0,76, , ,0,76, , ,0,76, , ,0,76, , ,0,76, , ,0,76, , ,0,76, , ,0,76, , ,0,76, , ,0,76, , ,0,51, , ,0,51, , ,0,51, , ,0,51, , ,0,51, , ,0,51, , ,0,51, , ,0,51, , ,0,51, , ,0
2934,USC00187705,1977,1,WT06,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,1, , ,0,1, , ,0,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , ,-9999, , , 
3005,USC00187705,1978,1,TMAX,72, , ,0,33, , ,0,22, , ,0,22, , ,0,72, , ,0,72, , ,0,61, , ,0,94, , ,0,150, , ,0,-67, , ,0,-22, , ,0,28, , ,0,11, , ,0,11, , ,0,-11, , ,0,-22, , ,0,-6, , ,0,22, , ,0,11, , ,0,6, , ,0,0, , ,0,11, , ,0,11, , ,0,72, , ,0,44, , ,0,128, , ,0,17, , ,0,-11, , ,0,-39, , ,0,-6, , ,0,-17, , ,0
3006,USC00187705,1978,1,TMIN,-56, , ,0,-33, , ,0,-100, , ,0,-139, , ,0,-72, , ,0,11, , ,0,22, , ,0,11, , ,0,-94, , ,0,-133, , ,0,-122, , ,0,-94, , ,0,-78, , ,0,-67, , ,0,-83, , ,0,-111, , ,0,-106, , ,0,-33, , ,0,-78, , ,0,-67, , ,0,-50, , ,0,-106, , ,0,-167, , ,0,-156, , ,0,11, , ,0,11, , ,0,-67, , ,0,-89, , ,0,-83, , ,0,-100, , ,0,-128, , ,0
3007,USC00187705,1978,1,TOBS,0, , ,0,0, , ,0,-50, , ,0,0, , ,0,56, , ,0,56, , ,0,39, , ,0,94, , ,0,-67, , ,0,-94, , ,0,-33, , ,0,11, , ,0,0, , ,0,-11, , ,0,-33, , ,0,-28, , ,0,-11, , ,0,11, , ,0,-67, , ,0,-17, , ,0,-11, , ,0,-11, , ,0,-6, , ,0,44, , ,0,39, , ,0,11, , ,0,-11, , ,0,-50, , ,0,-44, , ,0,-22, , ,0,-39, , ,0
3008,USC00187705,1978,1,PRCP,8, , ,0,5, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,3, , ,0,152, , ,0,211, , ,0,0, , ,0,0, , ,0,0, , ,0,112, , ,0,269, , ,0,0, , ,0,0, , ,0,81, , ,0,244, , ,0,0, , ,0,188, , ,0,0, , ,0,0, , ,0,0, , ,0,0, , ,0,323, , ,0,328, , ,0,0, , ,0,48, , ,0,0, , ,0,0, , ,0,0, , ,0
